epoch,train_loss,val_loss,val_accuracy,val_f1,lr,seconds
1,0.44345229750226256,0.27051368279334825,0.9743589743589743,0.9740129935032484,0.001,254.831214427948
2,0.18050328532981266,0.15750241050353417,0.9743589743589743,0.9740863787375416,0.001,247.5910439491272
3,0.12037794377393783,0.12724940822674677,0.9743589743589743,0.9740863787375416,0.001,298.95595502853394
4,0.09281326849369487,0.10731500998521462,0.9743589743589743,0.9740863787375416,0.0005,322.23949813842773
5,0.07511992235282425,0.09992271680862476,0.9743589743589743,0.9740863787375416,0.0005,245.62680220603943
